,Aircraft,Type Of Traveller,Seat Type,Route,Departure,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
1285,Boeing 767 / A320,Business,Economy Class,LHR to EDI,london,edinburgh,Nov-15,4,4,4,,4,,4,TRUE
1295,Boeing 777-300,Business,Business Class,LHR to EZE,london,ezeiza,Nov-15,1,1,3,1,3,1,3,FALSE
1271,Boeing 777,Couple Leisure,Business Class,Tampa to Gatwick,tampa,london,Nov-15,4,4,3,2,3,,4,TRUE
1284,Boeing 777,Couple Leisure,Premium Economy,LGW to Grenada,london,grenada,Nov-15,3,3,3,2,3,2,3,TRUE
1288,A320,Business,Business Class,LHR to Hannover,london,hannover,Nov-15,2,4,1,,3,,2,FALSE
1300,Boeing 747-400,Family Leisure,Economy Class,Denver to Heathrow,denver,london,Nov-15,4,2,1,1,2,,2,FALSE
1308,Boeing 787,Solo Leisure,Premium Economy,Newark to Heathrow,newark,london,Nov-15,1,3,4,,2,,2,FALSE
1290,Boeing 777,Solo Leisure,First Class,Heathrow to Houston,london,houston,Nov-15,5,5,3,4,5,,4,TRUE
1280,A320/321,Couple Leisure,Business Class,LHR to Krakow,london,krakow,Nov-15,2,5,4,,2,,3,TRUE
1274,Boeing 777-200,Couple Leisure,Premium Economy,LHR to KUL,london,kuala lumpur,Nov-15,3,2,2,2,3,,3,FALSE
1171,A380,Couple Leisure,Premium Economy,MIA to LHR,miami,london,Nov-15,1,4,3,4,4,,2,FALSE
1207,Boeing 777,Solo Leisure,First Class,ATL to LHR,atlanta,london,Nov-15,5,5,5,5,4,,4,TRUE
1255,Boeing 777,Couple Leisure,Premium Economy,GIG to LHR,rio de janeiro,london,Nov-15,3,2,2,1,2,,1,FALSE
1261,Boeing 777,Solo Leisure,Premium Economy,SEA to LHR,seattle,london,Nov-15,4,3,3,4,2,,4,TRUE
1270,Boeing 747-400,Business,First Class,LAS to LHR,las vegas,london,Nov-15,3,5,2,1,1,,1,FALSE
1273,Boeing 747-400,Couple Leisure,Economy Class,JFK to LHR,new york,london,Nov-15,2,3,3,4,4,,3,TRUE
1275,A320,Solo Leisure,Economy Class,MAD to LHR,madrid,london,Nov-15,5,5,4,,4,,4,TRUE
1277,Boeing 777,Couple Leisure,Business Class,Bangkok to London,bangkok,london,Nov-15,4,2,2,,3,1,2,FALSE
1286,A319,Solo Leisure,Business Class,FCO to LGW,rome,london,Nov-15,3,2,4,,2,,4,TRUE
1287,A320,Business,Business Class,Hannover to LHR,hannover,london,Nov-15,2,4,1,,1,,1,FALSE
1293,Boeing 747-400,Couple Leisure,First Class,CPT to LHR,cape town,london,Nov-15,5,2,2,1,4,,3,FALSE
1301,Boeing 777-200,Business,Business Class,BKK to LHR,bangkok,london,Nov-15,1,2,2,1,4,,3,FALSE
1306,A320,Business,Business Class,Istanbul to London,istanbul,london,Nov-15,1,3,1,1,1,,1,FALSE
1310,A320,Solo Leisure,Economy Class,Lisbon to London,lisbon,london,Nov-15,4,5,5,,4,,5,TRUE
1311,Boeing 777,Business,Business Class,SIN to LHR,singapore,london,Nov-15,3,1,1,3,1,1,3,FALSE
1294,Boeing 777-200,Couple Leisure,Business Class,LHR to LAX,london,los angeles,Nov-15,3,3,2,4,5,,3,FALSE
1299,Boeing 777,Couple Leisure,Business Class,London to Luanda,london,luanda,Nov-15,1,4,3,3,4,,3,FALSE
1272,Boeing 747-400,Couple Leisure,Premium Economy,LHR to MIA,london,miami,Nov-15,4,3,3,2,3,,3,TRUE
1307,Boeing 777,Couple Leisure,Business Class,LHR to NBO,london,nairobi,Nov-15,5,5,4,4,5,,5,TRUE
1282,A380 / Boeing 747-400,Couple Leisure,Premium Economy,LHR to SFO,london,san francisco,Nov-15,4,5,5,4,3,,5,TRUE
1283,Boeing 747-400,Business,Business Class,LHR to GRU,london,sao paulo,Nov-15,1,2,1,1,3,,1,FALSE
1279,A380,Couple Leisure,First Class,Heathrow to Singapore,london,singapore,Nov-15,5,5,5,5,5,,5,TRUE
1302,Boeing 777-300,Couple Leisure,First Class,London to Sydney,london,sydney,Nov-15,4,5,4,4,5,,5,TRUE
1298,A320/319,Solo Leisure,Economy Class,Gatwick to Venice,london,venice,Nov-15,4,5,4,,5,,5,TRUE
1329,A320,Solo Leisure,Business Class,LHR to AMS,london,amsterdam,Oct-15,3,4,2,2,4,,2,FALSE
1347,A319/A321,Couple Leisure,Economy Class,LHR to AMS,london,amsterdam,Oct-15,4,5,2,,4,,4,TRUE
1348,Boeing 777-200,Business,Economy Class,Heathrow to Bahrain,london,bahrain,Oct-15,2,3,1,2,3,2,3,FALSE
1314,Boeing 777-200,Couple Leisure,Premium Economy,London Heathrow to Bangkok,london,bangkok,Oct-15,2,2,3,1,2,2,1,FALSE
1303,Boeing 747-400,Couple Leisure,First Class,LHR to CPT,london,cape town,Oct-15,5,5,4,4,4,,4,TRUE
1326,B0eing 747-400,Business,Economy Class,London to Cape Town,london,cape town,Oct-15,1,2,3,2,4,,1,FALSE
1322,Boeing 787,Couple Leisure,Economy Class,London to Chennai,london,chennai,Oct-15,5,5,5,5,4,5,5,TRUE
1332,Boeing 777-200,Business,Economy Class,Antigua to Gatwick,antigua,london,Oct-15,1,2,1,2,4,,2,FALSE
1328,A319,Solo Leisure,Economy Class,LHR to GVA,london,geneva,Oct-15,4,4,2,,1,,4,TRUE
1327,Boeing 777-200,Business,Business Class,Heathrow to Haneda,london,haneda,Oct-15,2,5,4,2,2,,3,FALSE
1297,A320,Solo Leisure,Economy Class,Rome to Heathrow,rome,london,Oct-15,5,4,2,,5,,2,FALSE
1340,A319,Solo Leisure,Economy Class,Bologna to Heathrow,bologna,london,Oct-15,2,3,2,,3,,4,FALSE
1276,A320,Couple Leisure,Business Class,LHR to IST,london,istanbul,Oct-15,1,4,1,,2,,1,FALSE
1251,A380,Couple Leisure,Business Class,Heathrow to Johannesburg,london,johannesburg,Oct-15,2,4,3,2,2,,3,FALSE
1330,A380,Couple Leisure,Premium Economy,LHR to JNB,london,johannesburg,Oct-15,5,5,4,5,4,,3,TRUE
1304,Boeing 777,Couple Leisure,Business Class,London to Kuala Lumpur,london,kuala lumpur,Oct-15,4,4,2,3,5,,3,FALSE
1309,Boeing 747-400,Family Leisure,Economy Class,Heathrow to Las Vegas,london,las vegas,Oct-15,3,5,4,3,4,1,3,TRUE
1337,Boeing 777-200,Family Leisure,Premium Economy,Gatwick to Las Vegas,london,las vegas,Oct-15,4,3,3,4,3,,3,TRUE
1221,Embraer 190,Solo Leisure,Economy Class,FRA to LCY,frankfurt,london,Oct-15,5,5,4,,2,,3,TRUE
1312,A380,Couple Leisure,Business Class,MIA to LHR,miami,london,Oct-15,4,5,3,4,2,1,3,FALSE
1315,A380,Solo Leisure,Premium Economy,SFO to LHR,san francisco,london,Oct-15,4,4,4,4,4,,4,TRUE
1324,Boeing 747-400,Couple Leisure,Premium Economy,SFO to LHR,san francisco,london,Oct-15,2,4,2,2,2,,1,FALSE
1325,Boeing 777,Couple Leisure,Economy Class,Orlando to London,orlando,london,Oct-15,2,1,2,2,4,,3,FALSE
1331,A319,Couple Leisure,Business Class,Pisa to London Gatwick,pisa,london,Oct-15,2,4,2,,2,,2,FALSE
1335,A320,Business,Business Class,Athens to London,athens,london,Oct-15,1,2,2,,1,,1,FALSE
1336,Boeing 777,Couple Leisure,Business Class,SAN to LHR,san diego,london,Oct-15,4,5,3,4,4,,4,TRUE
1341,Boeing 747 400,Couple Leisure,Economy Class,LAS to LHR,las vegas,london,Oct-15,3,3,2,,3,,3,FALSE
1352,A320,Couple Leisure,Business Class,Fuereventura to LGW,fuereventura,london,Oct-15,4,5,5,,4,,5,TRUE
1354,Boeing 747-400,Couple Leisure,Economy Class,Cape Town to London,cape town,london,Oct-15,4,4,4,4,5,,4,TRUE
1333,A380,Couple Leisure,Business Class,London to Los Angeles,london,los angeles,Oct-15,4,5,5,4,4,,4,TRUE
1339,A320,Couple Leisure,Economy Class,LHR to MAD,london,madrid,Oct-15,4,3,3,,5,,5,TRUE
1357,A320,Solo Leisure,Economy Class,Heathrow to Manchester,london,manchester,Oct-15,3,1,1,,3,,1,FALSE
1316,A321,Business,Economy Class,London Heathrow to Milan Malpensa,london,milan,Oct-15,4,5,5,,4,,3,TRUE
1215,A318,Solo Leisure,Business Class,LCY to JFK,london,new york,Oct-15,3,5,1,2,5,,5,TRUE
1320,Boeing 777,Solo Leisure,Premium Economy,Heathrow (London) to JFK (New York City),london,new york,Oct-15,4,3,4,3,3,,4,TRUE
1296,Boeing 777,Family Leisure,Economy Class,Gatwick to Orlando,london,orlando,Oct-15,3,5,2,3,1,1,3,FALSE
1323,Boeing 747-400,Business,Premium Economy,London to Phoenix,london,phoenix,Oct-15,4,5,4,3,3,,4,TRUE
1342,A320,Couple Leisure,Business Class,Gatwick to Pisa,london,pisa,Oct-15,2,2,3,,4,,3,FALSE
1345,A319,Solo Leisure,Economy Class,London to Rome,london,rome,Oct-15,3,4,3,,3,,3,TRUE
1291,Boeing 777-300,Business,Premium Economy,Sydney to Singapore,sydney,singapore,Oct-15,4,5,4,4,4,,4,TRUE
1334,Boeing 747-400,Business,Business Class,LHR to SIN,london,singapore,Oct-15,3,2,2,1,1,,1,FALSE
1346,767-300,Family Leisure,First Class,LHR to ARN,london,stockholm,Oct-15,4,4,3,,3,,3,TRUE
1359,A320 and A319,Solo Leisure,Economy Class,lgw to alicante,lgw,alicante,Sep-15,4,5,4,,3,,5,TRUE
1343,A319,Couple Leisure,Business Class,Gatwick to Bari,london,bari,Sep-15,4,5,4,,5,,5,TRUE
1375,A320,Couple Leisure,Business Class,LHR to Bologna,london,bologna,Sep-15,1,5,3,,3,,1,FALSE
1380,A320,Couple Leisure,Economy Class,LHR to BUD,london,budapest,Sep-15,5,5,3,,5,,5,TRUE
1368,Boeing 747-400,Business,Business Class,LHR to DXB,london,dubai,Sep-15,4,3,5,3,4,,3,TRUE
1367,A320,Family Leisure,Economy Class,LHR to GIB,london,gibraltar,Sep-15,4,5,1,,3,,4,TRUE
1360,Boeing 747-400,Solo Leisure,Economy Class,Phoenix to Heathrow,phoenix,london,Sep-15,1,4,1,2,3,,2,FALSE
1364,Boeing 747-400,Family Leisure,Economy Class,Phoenix to Heathrow,phoenix,london,Sep-15,1,2,1,1,2,2,1,FALSE
1391,Boeing 767,Couple Leisure,Economy Class,Madrid to Heathrow,madrid,london,Sep-15,5,5,4,,5,,5,TRUE
1362,Boeing 747-400,Couple Leisure,Economy Class,London to Johannesburg,london,johannesburg,Sep-15,1,3,1,2,1,,1,FALSE
1382,A320,Couple Leisure,Business Class,LHR to KGS,london,kos,Sep-15,2,2,2,,2,,2,FALSE
1179,A320,Solo Leisure,Economy Class,ARN to LHR,stockholm,london,Sep-15,1,2,2,,3,,3,FALSE
1224,A380,Solo Leisure,Economy Class,HKG to LHR,hong kong,london,Sep-15,4,5,3,3,4,,4,TRUE
1292,A320,Solo Leisure,Economy Class,ATH to LHR,athens,london,Sep-15,4,5,4,,3,,4,TRUE
1313,Boeing 747-400,Solo Leisure,Economy Class,SFO to LHR,san francisco,london,Sep-15,3,3,3,2,5,,5,TRUE
1338,Boeing 747,Business,Premium Economy,Vancouver to London,vancouver,london,Sep-15,3,1,2,1,4,,2,FALSE
1353,Boeing 777-300,Couple Leisure,Premium Economy,DFW to LHR,dallas,london,Sep-15,3,4,4,3,3,3,2,FALSE
1355,A380,Business,Business Class,HKG to LHR,hong kong,london,Sep-15,3,3,4,4,4,,3,TRUE
1356,Boeing 747-400,Solo Leisure,Business Class,LAS to LHR,las vegas,london,Sep-15,3,5,5,2,4,,3,TRUE
1363,A320,Business,Economy Class,VIE to LHR,vienna,london,Sep-15,4,4,4,,5,,4,TRUE
1366,A320,Solo Leisure,Business Class,SSH to LGW,sharm el-sheikh,london,Sep-15,1,5,4,,1,,3,TRUE
1369,A320,Business,Business Class,Stockholm to London,stockholm,london,Sep-15,2,3,4,,5,,3,TRUE
1371,Boeing 777,Business,Business Class,HND to LHR,tokyo,london,Sep-15,2,2,1,2,3,,2,FALSE
1372,Boeing 747-400,Solo Leisure,Business Class,Vancouver to London,vancouver,london,Sep-15,3,4,3,1,4,,2,FALSE
1373,A320,Solo Leisure,Economy Class,Barcelona to London Heathrow,barcelona,london,Sep-15,4,4,3,,4,,5,TRUE
1376,Boeing 767,Couple Leisure,Economy Class,LCA to LHR,larnarca,london,Sep-15,1,4,2,1,1,,2,FALSE
1377,A320,Couple Leisure,Economy Class,AMS to LHR,amsterdam,london,Sep-15,5,3,3,,4,,5,TRUE
1383,Boeing 747-400,Couple Leisure,First Class,Boston to London,boston,london,Sep-15,2,5,2,1,2,1,1,FALSE
1386,Boeing 777-200ER,Solo Leisure,Business Class,St Lucia to LGW,st lucia,london,Sep-15,5,5,5,5,5,,4,TRUE
1389,Boeing 777,Solo Leisure,Premium Economy,YYZ to LHR,toronto,london,Sep-15,3,5,5,3,4,,5,TRUE
1395,A380,Couple Leisure,Business Class,Los Angeles to London,los angeles,london,Sep-15,3,4,4,4,4,,3,TRUE
1400,Boeing 777-300,Family Leisure,Economy Class,GIG to LHR,rio de janeiro,london,Sep-15,1,1,3,2,1,1,1,FALSE
1405,A320,Business,Business Class,Athens to London,athens,london,Sep-15,1,3,2,2,2,,1,FALSE
1407,Boeing 777,Business,First Class,Dubai to LHR,dubai,london,Sep-15,3,5,4,3,4,3,3,FALSE
1392,Boeing 777-200,Couple Leisure,Economy Class,Gatwick to Mauritius,london,mauritius,Sep-15,1,4,2,2,3,,2,FALSE
1378,Boeing 747-400,Couple Leisure,Economy Class,LHR to MIA,london,miami,Sep-15,3,5,5,4,4,,4,TRUE
1390,Boeing 747-400,Solo Leisure,Premium Economy,LHR to MIA,london,miami,Sep-15,5,5,5,3,5,,5,TRUE
1381,Boeing 737,Business,Business Class,Gatwick to Naples,london,naples,Sep-15,1,5,2,1,3,,1,FALSE
1409,Boeing 747-400,Business,Business Class,London to New York JFK,london,new york,Sep-15,2,3,2,2,3,,2,FALSE
1416,Boeing 747-400,Family Leisure,Economy Class,LHR to JFK,london,new york,Sep-15,1,2,,1,3,1,2,FALSE
1387,Boeing 747-400,Couple Leisure,Premium Economy,LHR to PHX,london,phoenix,Sep-15,4,5,3,2,4,,5,FALSE
1397,A320,Business,Business Class,London Heathrow to Rome FCO,london,rome,Sep-15,5,5,5,,1,,1,FALSE
1222,A320,Solo Leisure,Economy Class,LGW to SZG,london,salzburg,Sep-15,4,4,3,,3,,4,TRUE
1344,Boeing 777,Solo Leisure,Business Class,LHR to SAN,london,san diego,Sep-15,4,2,1,2,2,,1,FALSE
1321,A380,Solo Leisure,Economy Class,LHR to SFO,london,san francisco,Sep-15,5,4,4,4,5,,4,TRUE
1358,Boeing 747-400,Business,Economy Class,LHR to SFO,london,san francisco,Sep-15,1,3,3,1,1,,1,FALSE
1365,A320,Solo Leisure,Business Class,LGW to SSH ,london,ssh ,Sep-15,3,5,4,,5,,3,TRUE
1374,Boeing 777,Solo Leisure,Premium Economy,LHR to IAD,london,washington,Sep-15,5,5,5,5,5,,5,TRUE
1425,A319,Business,Economy Class,Heathrow to Aberdeen,london,aberdeen,Aug-15,2,2,2,,1,1,1,FALSE
1361,A319,Family Leisure,Economy Class,LGW to ALC,london,alicante,Aug-15,4,4,4,,4,,4,TRUE
1403,Boeing 777-200,Couple Leisure,Economy Class,Heathrow to Bangkok,london,bangkok,Aug-15,2,3,4,1,4,,3,FALSE
1406,A319,Couple Leisure,Economy Class,Gatwick to Barcelona,london,barcelona,Aug-15,4,5,5,,4,,5,TRUE
1396,A319,Couple Leisure,Business Class,London Heathrow to Basel,london,basel,Aug-15,1,4,2,,1,,2,FALSE
1408,Boeing 747-400,Business,Business Class,LHR to PEK,london,beijing,Aug-15,1,1,1,1,1,,1,FALSE
1413,A321,Business,Business Class,London to Brussels,london,brussels,Aug-15,2,4,3,1,3,1,3,TRUE
1433,Boeing 747-400,Family Leisure,Economy Class,LHR to CPT,london,cape town,Aug-15,3,4,4,4,5,,4,TRUE
1379,A320,Solo Leisure,Economy Class,LHR to CPH,london,copenhagen,Aug-15,1,2,1,,4,,2,FALSE
1427,A321,Couple Leisure,Business Class,LHR to CPH,london,copenhagen,Aug-15,4,3,3,,3,,4,FALSE
1435,A319,Couple Leisure,Economy Class,London Heathrow to DÃ¼sseldorf,london,dusseldorf,Aug-15,4,4,3,,4,,4,TRUE
1412,Boeing 747-400,Business,First Class,London to Dubai,london,dubai,Aug-15,1,5,4,3,2,2,2,FALSE
1430,A319,Couple Leisure,Economy Class,LHR to DUB,london,dublin,Aug-15,5,5,5,,5,,5,TRUE
1428,Boeing 737-400,Couple Leisure,Economy Class,Gatwick to Genoa,london,genoa,Aug-15,1,2,1,,3,,1,FALSE
1393,Boeing 777-200,Couple Leisure,Economy Class,Moscow to Heathrow,moscow,london,Aug-15,3,4,3,3,3,,3,TRUE
1440,Boeing 777,Couple Leisure,Business Class,Washington Dulles to Heathrow,washington,london,Aug-15,3,5,3,3,3,,3,TRUE
1445,Boeing 767,Couple Leisure,Business Class,LHR to IST,london,istanbul,Aug-15,4,5,5,4,5,,5,TRUE
1410,A380,Couple Leisure,Business Class,Heathrow to Johannesburg,london,johannesburg,Aug-15,5,4,5,3,4,5,3,TRUE
1350,Boeing 777-200,Family Leisure,Economy Class,LHR to KUL,london,kuala lumpur,Aug-15,2,4,3,3,5,,4,TRUE
1426,Boeing 777-300,Couple Leisure,Business Class,London to Kuala lumpur,london,kuala lumpur,Aug-15,3,2,2,1,2,,3,FALSE
1447,Boeing 767,Solo Leisure,Economy Class,London to Larnaca,london,larnaca,Aug-15,4,4,4,2,4,,3,TRUE
1404,Boeing 747-400,Family Leisure,Economy Class,Las Vegas to London Heathrow,las vegas,london,Aug-15,1,1,1,2,3,,1,FALSE
1414,A380,Couple Leisure,Business Class,LAX to LHR,los angeles,london,Aug-15,3,1,,2,2,,2,FALSE
1415,Boeing 747-400,Family Leisure,Economy Class,Denver to London,denver,london,Aug-15,1,1,1,1,1,,1,FALSE
1417,Boeing 767,Couple Leisure,Economy Class,Calgary to London,calgary,london,Aug-15,5,5,2,2,4,,4,TRUE
1418,A320,Solo Leisure,Economy Class,MXP to LHR,milan,london,Aug-15,5,5,5,4,5,,5,TRUE
1424,Boeing 767,Business,Business Class,LCA to LHR,larnarca,london,Aug-15,3,5,4,,4,,4,TRUE
1431,A320,Solo Leisure,Economy Class,Berlin to London Heathrow,berlin,london,Aug-15,3,1,2,,1,,2,FALSE
1434,A319,Solo Leisure,Business Class,Bari to London Gatwick,bari,london,Aug-15,4,5,5,,3,,4,TRUE
1436,A380,Business,Business Class,Johannesburg to London Heathrow,johannesburg,london,Aug-15,1,1,,,1,,1,FALSE
1437,A380,Family Leisure,Economy Class,SFO to LHR,san francisco,london,Aug-15,2,1,1,4,3,,1,FALSE
1438,A320,Family Leisure,Economy Class,Amsterdam to London Heathrow,amsterdam,london,Aug-15,4,5,5,,4,,5,TRUE
1439,A320,Family Leisure,Business Class,Marseille to London Heathrow,marseille,london,Aug-15,5,5,5,,5,,5,TRUE
1444,A319,Solo Leisure,Economy Class,Glasgow to London Gatwick,glasgow,london,Aug-15,4,5,4,,5,,5,TRUE
1446,Boeing 747-400,Business,Business Class,Beijing to London Heathrow,beijing,london,Aug-15,2,2,2,3,2,,1,FALSE
1448,A319,Solo Leisure,Economy Class,Dublin to LHR,dublin,london,Aug-15,4,5,4,3,4,,4,TRUE
1452,Boeing 777,Business,First Class,Chicago to London,chicago,london,Aug-15,2,4,,,1,,1,FALSE
1453,Boeing 777,Family Leisure,Economy Class,Washington Dulles to LHR,washington,london,Aug-15,1,2,1,1,2,,1,FALSE
1421,A320,Family Leisure,Economy Class,Gatwick to Marrakech,london,marrakech,Aug-15,4,2,3,,5,,5,TRUE
1441,Boeing 767,Couple Leisure,Business Class,London to Nassau,london,nassau,Aug-15,1,3,2,3,3,,1,FALSE
1384,A320,Solo Leisure,Economy Class,LHR to OSL,london,oslo,Aug-15,4,3,4,,5,,4,TRUE
1402,A321,Solo Leisure,Economy Class,London to Paris,london,paris,Aug-15,3,3,3,,2,,3,TRUE
1423,Boeing 747-400,Business,Economy Class,LHR to PHX,london,phoenix,Aug-15,1,2,1,1,3,,1,FALSE
1349,A380,Business,Business Class,LHR to SIN,london,singapore,Aug-15,4,4,4,4,4,,5,TRUE
1394,A319,Couple Leisure,Economy Class,London to St Petersburgh,london,st petersburgh,Aug-15,3,4,4,,3,,4,TRUE
1411,A320,Couple Leisure,Business Class,LHR to ARN,london,stockholm,Aug-15,3,4,3,,3,,3,TRUE
1429,A319,Couple Leisure,Economy Class,London Heathrow to Toulouse,london,toulouse,Aug-15,1,4,2,,4,,2,FALSE
1281,Boeing 747-400,Solo Leisure,Economy Class,London to Vancouver,london,vancouver,Aug-15,3,4,5,5,2,1,3,TRUE
1401,A319,Solo Leisure,Business Class,London Heathrow to Venice,london,venice,Aug-15,4,4,4,,4,,5,TRUE
1432,A380,Business,First Class,LHR to IAD,london,washington,Aug-15,4,5,4,4,3,,5,TRUE
1471,Boeing 767/Airbus A320,Solo Leisure,Premium Economy,London Heathrow to Athens,london,athens,Jul-15,4,2,4,3,3,,3,TRUE
1474,Boeing 747-400,Solo Leisure,Economy Class,London Heathrow to Bangkok,london,bangkok,Jul-15,1,2,3,1,1,,1,FALSE
1479,A321,Business,Economy Class,Heathrow to Brussels,london,brussels,Jul-15,3,3,4,,1,,2,FALSE
1451,Boeing 747 400,Couple Leisure,Economy Class,London to Cape Town,london,cape town,Jul-15,2,4,3,2,3,,3,TRUE
1449,Boeing 747-400,Business,Economy Class,LHR to DXB,london,dubai,Jul-15,1,2,2,1,2,,1,FALSE
1483,A320,Solo Leisure,Economy Class,LHR to EDI,london,edinburgh,Jul-15,2,4,1,,1,,3,FALSE
1463,A318,Business,Business Class,London to Faro,london,faro,Jul-15,1,1,2,1,2,1,1,FALSE
1464,A319,Solo Leisure,Economy Class,Bari to Gatwick,bari,london,Jul-15,4,1,4,,3,,3,TRUE
1385,Embraer E190,Family Leisure,Business Class,LCY to Granada,london,granada,Jul-15,1,4,1,,1,,1,FALSE
1462,Boeing 767,Business,Business Class,London Heathrow to Istanbul,london,istanbul,Jul-15,5,5,5,3,5,,5,TRUE
1491,Boeing 767,Business,Business Class,London to Istanbul,london,istanbul,Jul-15,1,3,2,,1,,1,FALSE
1469,Boeing 777-200,Family Leisure,Economy Class,London to Kuala Lumpur,london,kuala lumpur,Jul-15,4,4,4,3,4,,4,TRUE
1473,Boeing 777-200,Couple Leisure,Business Class,LHR to KUL,london,kuala lumpur,Jul-15,4,5,3,4,4,,5,TRUE
1442,Boeing 747,Family Leisure,Business Class,LHR to LAS,london,las vegas,Jul-15,5,5,5,5,5,,5,TRUE
1459,A321,Business,Economy Class,MAN-LHR ,manchester,london ,Jul-15,4,5,5,,4,,5,TRUE
1419,Boeing 777,Couple Leisure,Business Class,Toronto to London Heathrow,toronto,london,Jul-15,3,2,2,2,3,2,2,FALSE
1420,A320,Solo Leisure,Economy Class,Lyon to London Heathrow,lyon,london,Jul-15,2,1,2,,1,,3,FALSE
1455,Boeing 777,Business,Business Class,Tokyo Narita to London,tokyo,london,Jul-15,2,1,1,3,2,,2,FALSE
1457,Boeing 747-400,Business,Business Class,Cape Town to London,cape town,london,Jul-15,2,1,2,2,5,,1,FALSE
1461,Boeing 767,Business,Business Class,Istambul to London Heathrow,istambul,london,Jul-15,5,5,5,3,5,,5,TRUE
1470,Boeing 777-200,Solo Leisure,Economy Class,ATL to LHR,atlanta,london,Jul-15,4,2,3,4,3,,3,TRUE
1476,Boeing 747-400,Solo Leisure,First Class,ORD to LHR,chicago,london,Jul-15,5,5,5,3,5,,5,TRUE
1477,Boeing 747,Solo Leisure,Business Class,Vancouver Canada to London,vancouver,london,Jul-15,2,3,1,1,3,,2,FALSE
1487,Boeing 767,Business,Business Class,Istanbul to London,istanbul,london,Jul-15,1,4,1,1,3,,1,FALSE
1488,Boeing 777,Business,Business Class,Bangkok to London,bangkok,london,Jul-15,2,4,3,2,4,,3,FALSE
1489,E170,Business,First Class,Dublin to London City,dublin,london,Jul-15,2,1,1,,2,,1,FALSE
1492,Boeing 747-400,Business,Business Class,Singapore to London,singapore,london,Jul-15,1,3,2,,2,,2,FALSE
1467,Boeing 777-200,Couple Leisure,Economy Class,LHR-BOM,london,mumbai,Jul-15,4,1,1,5,3,,3,FALSE
1466,A319,Business,Economy Class,London to Newcastle,london,newcastle,Jul-15,1,3,2,,4,,2,FALSE
1468,Boeing 777-300,Solo Leisure,Economy Class,London to Singapire,london,singapire,Jul-15,2,3,3,4,4,,4,FALSE
1482,Boeing 747-400,Business,Business Class,London to Singapore,london,singapore,Jul-15,1,5,4,1,1,,3,FALSE
1472,Boeing 777,Business,Business Class,Singapore to Sydney,singapore,sydney,Jul-15,2,1,1,2,3,,2,FALSE
1460,Boeing 777,Business,Business Class,London Heathrow to Tokyo,london,tokyo,Jul-15,1,2,4,4,3,,4,FALSE
1388,Boeing 747-400,Couple Leisure,Economy Class,Heathrow to Vancouver,london,vancouver,Jul-15,2,2,1,1,3,,3,FALSE
1456,A319 / A320,Business,Economy Class,Heathrow to Vienna,london,vienna,Jul-15,4,2,2,,3,,2,FALSE
1494,A320,Solo Leisure,Economy Class,Heathrow to Warsaw,london,warsaw,Jul-15,3,5,4,,5,,5,TRUE
1475,Boeing 747-400,Solo Leisure,Business Class,London Heathrow to Chicago O'Hare,london,chicago,Jun-15,5,5,5,3,5,,5,TRUE
1484,A319/A320,Couple Leisure,Business Class,Gatwick to Dubrovnik,london,dubrovnik,Jun-15,4,4,5,,4,,4,TRUE
1422,A319,Business,Economy Class,London to Geneva,london,geneva,Jun-15,2,4,3,,3,3,3,FALSE
1498,A319,Solo Leisure,Economy Class,London Gatwick to Glasgow,london,glasgow,Jun-15,5,5,3,,5,,4,TRUE
1514,A321,Solo Leisure,Economy Class,LHR-GLA,london,glasgow,Jun-15,4,5,3,,3.1267605633802815,,4,TRUE
1458,Boeing 747-400,Solo Leisure,First Class,Vancouver to Heathrow,vancouver,london,Jun-15,4,1,3,1,2,,1,FALSE
1478,Boeing 747- 400,Family Leisure,Economy Class,LHR to JNB,london,johannesburg,Jun-15,3,5,4,3,4,,5,TRUE
1450,Boeing 747 400,Couple Leisure,Economy Class,Cape Town to London,cape town,london,Jun-15,2,3,2,3,3,,3,TRUE
1486,A320,Family Leisure,Business Class,Helsinki to London,helsinki,london,Jun-15,1,5,5,,5,,4,TRUE
1497,A320,Couple Leisure,Business Class,Santorini to LHR,santorini,london,Jun-15,3,4,5,,1,,4,TRUE
1500,Boeing 737,Couple Leisure,Economy Class,Naples to London Gatwick,naples,london,Jun-15,3,4,3,,1,,1,FALSE
1508,boeing 787,Solo Leisure,Business Class,Seoul to London,seoul,london,Jun-15,4,3,3,4,3,,3,TRUE
1513,777-300,Solo Leisure,Business Class,ORD-LHR,chicago,london,Jun-15,4,5,2,4,3.1267605633802815,,5,TRUE
1495,A380,Solo Leisure,Economy Class,London to Los Angesles,london,los angesles,Jun-15,4,5,3,5,4,4,5,TRUE
1504,B747 400,Solo Leisure,First Class,LHR to MIA,london,miami,Jun-15,4,5,5,4,5,,5,TRUE
1507,A320,Solo Leisure,Economy Class,LHR to Milan Malpensa,london,milan,Jun-15,4,5,4,,4,4,4,TRUE
1502,A320,Solo Leisure,First Class,LHR to NCL,london,newcastle,Jun-15,3,3,3,,1,,3,FALSE
1493,Boeing 777,Family Leisure,Economy Class,Gatwick to Orlando,london,orlando,Jun-15,1,2,1,1,1,1,2,FALSE
